image_link,group_id,entity_name,entity_value,text
https://m.media-amazon.com/images/I/81dzao1Ob4L.jpg,281678,item_weight,53 ounce,"==

Tle srs wih he fod yo eh,

ne bodys 9 one ond puting in zw ond nol
{eos th ky tole on eficedy. We ot
‘Sotch Organs balers ha he st sep ober

PACKAGING CHANGED

Moca ha Le cacork of frman end S24 PESUE in cota co keeps homenal blocs.

Former groups oll of whom pros genic HOW TO USE

ferigend vow rotrel psc tee redkce. San medina heb, spin con bn made no hol

Fork, ging you food ot it wos moon
sieved completly nota

WWW.SORICHORGANICS.COM

Nutritional Facts
JSSAL (wos Rotis sth

eisai = Calories 80kcal
ea eb cenpem tdet Toll Corbshydrote 159
ae Totol Sugor_ 09
bho erercacemr nts Diet Fre 8a
peyote Total fot 29
Cun Poca ay ot ondex oe ‘Sood fo 09
tu end eds Do ali protic eas ons
Eco Protein $e
Storge lrarcion: Sie naa & ry
oie Keer the roi! scl 1 presew® aes eronE 12 MONTHS FROM THE DATE OF PACKAGING,

Cetee win 2 meta copie pdt
Suomen NET WT? 100g (2.300
i Neda Pork Sha Nogar + £300/-
New Bah 1600) nd Lea EON
rigin : Indio. ‘eSlasandla bore
porta TL
pebreeteeren :
BATCH NO.
teStecre, a md
Biesyanconass Seely faery Peers
lewbileine ier sepa,  aniantiear eso

Me, _s20, toon oko be gourd ued os 0 pce in egale
‘tes fe king poses
Ingredients: Speornint Heol To,

SPEARMINT
GREEN TEA

© noi smonowas

(ur body is temple ond puting in raw ond
natural foods isthe key to make it run efficiently
We ot Sorich Organics believe that the first step to
«beter life sors with the food you eat.
We work with o stable network of formers ond
former groups, all of whom procice orgonic
ing and grow naturel, pestcde-free produce.
Yo you the bounty straight from Moher
Eorih, giving you food os it wos meant to be
enjoyed-completely natural

WWW. SORICHORGANICS.COM.

IDCRAFTED
FORFRESHNESS FARMERS QUALITY
Nosecrt All Wewerkdeesy —_Alproduc ore
imo, wihetoman ala Sch
os. yates

ution : Rocked in foci thot hoods alher nus ond
20d, Do not buy the product iit is tampered or domoged.
‘Storage Instructions : Store in 0 cool: |
tepokdilalupeaetomes no”
MANUFACTURED AND MARKETED BY:
Sorich Organics Pvt. Lid,

Plot No-63, Block 8, Sector-63, Noido, Goutom
Buddha Nogar, Utor Pradesh - 201301

For customer feedback :
conf ws 491-7303330675
‘email: core@sorichorgonics.
locabok com /srchorgeis/
‘Ginstogram.com/sorich.organics/

ORGANIC SPEARMINT HERBAL TEA.
‘Spearmint is that miraculous herb which take

‘care of you inside and out. High potassium level

ofthe herb keeps blood pressure in conta. I oso keeps
hormonal balance.

DIRECTION OF USE

‘Semi medicinal herb, spearmint can be made inlo herbal.
fea, It can also be ground, if used as a spice in vegelable
caues or for sprinkling purposes.

Ingredients : Organic Spearmint Pure Herb,
Country of Origin : India

RUT O Is a& a
Calories 80kcal Tope | SS
Total Carbohydrate (ANU
Total Sugar
Dietry Fibre ‘3
gece! ION
5

Sodium
Protein ———

Consume within 2 months after opening he pocket.
NET WEIGHT : 100 g (3.53 oz)
MRP Re: <

BATCH NO. :

PKD. :

USE BY :

ONETANIE je |

SPEARMINT
GREEN TEA

NET WEIGHT : 100 g (3.53 07)

IN

Note: Packaging may vary for a brief period of time.
"
https://m.media-amazon.com/images/I/91-iahVGEDL.jpg,281678,item_weight,100 gram,"x Loose packaging
ye impurities added

Other ~%* Does not prewedcaly: o
brands ) 4

x

Added preservatives

Vp Air-tight packaging vA A = Vi
4 Impurities free Y a
~ orcanic Cy
Brews aesily Y * cua :

| GREEN TEA
"
https://m.media-amazon.com/images/I/81S2+GnYpTL.jpg,731432,item_weight,200 gram,"v

vv.

ORO TV IT Now

Instant Energy

"
https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,731432,item_weight,1 kilogram,"b, A 4

VVVVVYV

>
>
>
>
>
>
ld
ld

LEE SEE
Instant Energy

vv
b ah 2

"
https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,731432,item_weight,200 gram,
https://m.media-amazon.com/images/I/91prZeizZnL.jpg,731432,item_weight,200 gram,"wv vv.
Ww vv,"" vy.
LOVIN ow

VV VVVVVVYW
Vv ad v.

ENERGY

AINSTANT: 4. :

&
:
.
N
=
:
:
YN

ca

"
https://m.media-amazon.com/images/I/31EvJszFVfL.jpg,731432,item_weight,200 gram,
https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon,"ONE SIZE FITS ALL

STRETCHABLE AND BLACK FABRIC BLOCKS
FORM FITTING THE LIGHT

EXPERT-GRADE GEL
NON-TOXIC NO SMELL

FLEXIBLE COMFORTABLE FOR
COLD OR HOT THERAPY .
3.11n

ul E'S

22.2 in
"
https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram,"5928

925 Sterling Silver
18K Gold Plated

K 7

0.28 INCH

(7 MM)

High Polish

OCH

0.07 INcH A
(1.8 MM) wt

16+2 INCH Extend Chain
Net Weight: 2.7G (405MM+50MM)

Manual measurement, the size may be slightly different from the physical.
"
https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram,"7S to use Knorr
Pe Pots:

either: dissolve 28
the pot into

500ml of boili
ae ee INQ or:add the
pot directly
to dish.

"
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram,"9.10m/3.58%

1SAN
ABV 17-B/Ny NEPA er! 2 si

Type

Battery Cell

fj Charger

tH Charger Output Current

= USB port

G) BMS

a Battery Weight

Downtube Battery

13Ah: 2500m-A-h
17.5Ah: Sam-sung/L-G/Cell
3500mAh Send it randomly

Vv

A8V 13Ah (2A)
A8V 17.5Ah (4A)

Vv

30A

A1KG / 44KG
"
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,voltage,48.0 volt,"9.10m/3.58%

1SAN
ABV 17-B/Ny NEPA er! 2 si

Type

Battery Cell

fj Charger

tH Charger Output Current

= USB port

G) BMS

a Battery Weight

Downtube Battery

13Ah: 2500m-A-h
17.5Ah: Sam-sung/L-G/Cell
3500mAh Send it randomly

Vv

A8V 13Ah (2A)
A8V 17.5Ah (4A)

Vv

30A

A1KG / 44KG
"
https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram,"Product Name Harvest Festival Doll

15X9X26CM
52x42x40CM
Polyester material

Craftsmanship Manual

Grey . Orange

Product Wei 158g

"
https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,866516,item_weight,158.0 gram,
https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram,"® Wy.
NUVIDA “4b

CRANBERRY EXTRACT
High Strength Extract for
Natural Urinary Tract and Bladder Support
SUITABLE FOR VEGETARIANS AND VEGANS

5000mg 90 Tablets
Food Supplement
"
https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,524635,item_weight,18.55 gram,"6S1G FEQPUSMA2SRy7 AAS

LAD NASD
ss Os

50 ml

Carvomin

Verdauungstropfen

18,55 g/20 ml
Flussigkeit zum Einnehmen

Wirkstoff:

Auszug aus einer Mischung
von Angelikawurzeln,
Benediktenkraut und
Pfefferminzblattern

KL3NGE

PHARMA

"
https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,"AS ery spn
Ae ee

LEE Gia
Pierce

om yor !
Carvomin Bi

ef
Verdauungstropfen if! if

y f
18,55 g/20 ml ni

Flussigkeit zum Einnehmen

i! ‘
iy
ie 50 ml Wirkstoff: <=:
»  Benediktents
pflanzliches *°
6 peal! Verdauungstropfen kit ena”

schung vor
18,55 g/20 ml jermingblit”

Enthalt 98 re
mittel fir Kine
lager. Ds *""
usschlesic:

Flussigkeit zum
€innehmen

Wirkstoff:
Auszug aus einer Mischung
von Angelikawurzeln,

Benediktenkraut und (»
Pfefferminzblattern (es
ee
K LeN Gj E Zur Anwendung

bei Erwachsenen
PHARMA

"
https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,"aA ESS ———
wae SS SSS EIS TS ESTE
No SSS

Sense

~~ OS

50 ml

Carvomin

Verdauungstropfen

18,55 g/20 ml
Flussigkeit zum Einnehmen
Verdauungstropfen  {oit enthat? °

18,55 g/20 ml Mischung vo"" #8

Wirkstoff: 3,99 Fermngbatt
Auszug aus einer Mischung peacecelt zum ental 38 «
von Angelikawurzeln, innehmen mittel fr Kitt

Benediktenkraut und lagen 0:
Pfefferminzblattern (2
KLENGE \@e

PHARMA Zur Anwendung

bei Erwachsenen

50 ml witkstoff: As
» o Benediktenka’

Ca FVOMIN piflanictes*:

Verdauungs'S*

Klinge Pharr

"
https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram,"50 ml

Carvomin

Verdauungstropfen

18,55 g/20 ml
Flussigkeit zum Einnehmen

Wirkstoff:

Auszug aus einer Mischung
von Angelikawurzein,
Benediktenkraut und

Pfefferminzblattern

KL3NGE

PHARMA

"
https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram,"wan SESS Set TS SS
So SSS SSS
WSS SSS

yo OS

"")
Uy * 50 mi
My C
Sy “th d rvo N
i : Verdauungstropfen
TMs,
ty My -:'18,55 g/20 mi
ty ‘hy Fliissigkeit zum Einnehmen
AP My
wy i fj
OO, hy
SN
NN
telat
ON Ny
hy ty My
‘ \ ‘ AN
in Mt
Sa
testi.”
o t, Wirkstoff:
Ug, Auszug aus einer Mischung
ty \ von Angelikawurzeln,
| Benediktenkraut und
i Pfefferminzblattern
H
Wl KLINGE
PHARMA

"
https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram,"a¢
t .

‘

.
USBYCHARGING PORTS
"
https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram,"How to Use

Place the curtain between the
counterweight and the magnet

4cm/1.6in
| Weicht-2eoam 26g @

ra h,

Load-bearing
metal block
"
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,"7 FREEWHEELS 800W 36V
GABEL MINDESTBREITE 135MM

’ HINTERRAD MIT BRUSHLESS MOTOR
"
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,"7 FREEWHEELS 800W 36V
GABEL MINDESTBREITE 135MM

’ HINTERRAD MIT BRUSHLESS MOTOR
"
https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound,"Superior Quality

Put durability, safety, and environmental protection first.

Honeycomb Surface

Offers solid performance and ensures that
the yoga ball won’t burst suddenly.

Explosion-Proof Design

Provides the best protection and
prevents injuries.

Environmentally Friendly Material

Just use it with confidence knowing it’s made
of environmentally friendly material.

No Sticking

Rest assured that the surface won't stick to
your skin, clothing, floor, and much more.

330lbs Load Bearing

Never worry about the load-bearing capacity
of this yoga ball as it can support up to 330lbs. ]
ate

"
https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce,"Particularly smooth

"
https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce,"Z SKINFOOD
SALMON DARK CIRCLE CONCEALER
¥/ This concentrated and creamy concealer
Y’ contains salmon ingredients which effectively

help conceal dark under eye circles and brighten

y the eyes.
! To use : After applying your foundation, dispense an
f adequate amount and gently tap onto dark circles around

| your eye area

CN)

Dist. SKINFOOD USA, INC. 1 Technology Drive,

Bldg. B, Suite B113 Irvine, California, 92618
www.theskinfood.com 40g / Net wt. 0.35 oz
Made in Korea
: OPEN HERE

"
https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram,"hot chocolate

Zi

Made with Belgian Chocolate
includes Mini Marshmallows

®@ © ©

Milk Raspanmint Double Salted

Chocolate Chocolate Caramel

ORIGINAL INGREDIENTS: SUGAR, COCOA BUTTER, WHOLE MILK
MARSHMALLOWS (SUGAR, GLUCOSE SYRUP, GELATIN, SORBITOL, MODIFIED
CORN STARCH, DEXTROSE, ARTFICIAL FLAVOR, TETRASODIUM
PYROPHOSPHATE), COCOA MASS, EMULSIFIERS (SOY LECITHIN, PGPR),
VANILLA EXTRACT.

CONTAINS: MILK, SOY.

VANILLA EXTRACT, PEPPERMINT FLAVOR,
CONTAINS: MILK, SOY,

DOUBLE CHOCOLATE INGREDIENTS: SUGAR, Aa eee

DISTRIBUTED BY FRANKFORD CANDY LLC
LU RO PA 19114

MOLDED AND PACKED IN CHINA
ASAD MADEN CHINA

‘(Freniderd)

"
https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,752266,wattage,150.0 watt,
https://m.media-amazon.com/images/I/613G8GOyLSL.jpg,752266,wattage,150.0 watt,"220mm/8.66in

<----->
32mm/1.25in

€-------------------------------->

305mm/12.00in

Ceiling

Wall

Ground
"
https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt,"Durable & Flexible LED Floodlight

Thickened
a Glass

High-Quality
LEDs
Z| Die-Cast
Alumium Frame
30W IP65 —

\ \ Mental
$ Bracket
"
https://m.media-amazon.com/images/I/81K3JwUCnQL.jpg,752266,wattage,30.0 watt,"©9909

Dustproof Heat-resisting _ Frost-resistant

"
https://m.media-amazon.com/images/I/41wvffSxB4L.jpg,299791,item_weight,15.5 gram,
https://m.media-amazon.com/images/I/91cErO-KbLL.jpg,237000,item_weight,200.0 gram,"JACQUARD
KNITTED MATERIAL

Super soft and comfortable creating a
custom upholstered look

200GSM
Microfiber

"
https://m.media-amazon.com/images/I/817vo3DcCNL.jpg,179080,wattage,250.0 watt,"KOMFO RT-PAKET -

Cm,

DAS HERZSTUCK: WL

STARKER UND EFFIZIENTER MOTOR FUR ANGENEHMEN FAHRKOMFORT

KRAFTVOLLE UND EFFIZIENTE EXTREM LEISER UND UNGLAUBLICHES DREHMOMENT
UNTERSTUTZUNG BIS LEISTUNGSSTARKER MOTOR MIT VON

25 KM/H 250 W 45 NM
"
https://m.media-amazon.com/images/I/61AHQ35poHL.jpg,884560,item_volume,10.0 ounce,"(G1G NIE 1)
Your Old and Close Friend Ever!

"
https://m.media-amazon.com/images/I/61WFh8RCQYL.jpg,844474,item_weight,0.8 kilogram,"High Quality Polyester Fabric
Breathable & Easy to Clean
Weight: 0.8KG

Ji | 45CM

26CM 7 28CM
"
https://m.media-amazon.com/images/I/711SATIDrmL.jpg,709627,item_weight,169.0 gram,"Basic Information

Battery Capacity 1300mAh
Dischardaaaanre 100C

Battery Voltage 14.8

Cell Configuration | AS

Connector Type > XT60 Plug

Balancer Connector Type JST -XHR

= Weight: 169g
1.38 Inches

__ ROHS Ce Fes,
LiPo 4s 14.8y 19.24WH

1.26 Inches

2.83 Inches
"
https://m.media-amazon.com/images/I/61x6RSjwQIL.jpg,299791,item_weight,10.0 gram,"UNIQUE DESMGN,

k— 0.66inch—>|

Weight: 10g

20""+ 2” Extension Moderate thickness, Rotatable screws,
Chain Length suitable for ashes tightly fixed
"
https://m.media-amazon.com/images/I/613BeFNwHcL.jpg,523149,item_weight,7.0 gram,
https://m.media-amazon.com/images/I/61hWZdkq6WL.jpg,630390,item_weight,750.0 gram,"WHEY

PROTEIN 9C

Integratore alimentare di proteine LUTEN
del siero del latte isolate e vitamine.
Con edulcoranti. Ultrasolubile.

Food supplement of microultrafiltered SHeMot

(CFM) whey protein isolate and vitamins.
With sweeteners. Ultrasoluble.

750g
30 dosi / servings

CREMA
NOCCIOLA

"
https://m.media-amazon.com/images/I/71E7CU55dcL.jpg,810266,item_weight,160.0 gram,"Specifications:
Material: - borosilicate glass

Colors: ¢ 3- Natural, Pink, Gold

Weight: * 160g
Volume: ¢ 180 ml

Shape: ¢ Shiba Inu

9,5cm

"
https://m.media-amazon.com/images/I/61c+hSNnnZL.jpg,748919,item_weight,270.0 gram,"Ve

| ZITR@MAC

PINA
DESHIDRATADA

wees

Peso Neto: 270 gr,
"
https://m.media-amazon.com/images/I/915w0BdW-gL.jpg,993359,item_weight,500 gram,"Net We, 5009 |IIIHIMIl

2929°001101

"
https://m.media-amazon.com/images/I/61sx0ezNNLL.jpg,731432,item_weight,1 kilogram,"+ Lin = f
NUTRIARCG

MUSCLE
MASS GAINER

%
CHOCOLATE
MILKSHAKE

rie ZERO NEWT

ADDED SUGAR

"
https://m.media-amazon.com/images/I/71ldprwbKrL.jpg,731432,item_weight,10 kilogram,"PREMIUM QUALITY
INGRIDIENTS

HIGH QUALITY
PROTEIN BLEND

ADDED

CREATINE
MONOHYDRATE
MASS GMINER, & BCAA &
«oy J GLUTAMINE
|00% : 1 \
: > VITAMINS &

F MINERALS i
"
https://m.media-amazon.com/images/I/71E9iF-bmKL.jpg,731432,item_weight,1 kilogram,"DESIGNED FOR
EXTREME. GAINS

‘f., Support Weight &

{ _ Muscle Building
Muscle Size &
Strength

MUSCLE é st Rapid Muscle
MASS Coney Recovery
og

{ }

Fe oxen

i We Reduce Muscle
“ie a y Breakdown

|

"
https://m.media-amazon.com/images/I/71sWRp1SNwL.jpg,731432,item_weight,2.2 pound,"UMMM

Contains Added Flavour - Chocolate (Natural and Nature Identical
NUTRITION FACTS Flavouring Substances)

AMINO ACID PROFILE
Servings Per
Serving Size 1 Scoop (50 g) . BCAA (Branched Chain Amino Acids) (g/100g protein)
Container : 20
Per 100g
Quantity Per % Daily Leucine 2.509
ening Values* Iso Leucine 1.259
Energy 253 kcal wales Le5
Essential Amino Acids
Total Fat 19 3.00% Lysine 2.009
Saturated Fat 059 methionine 09
Phenylalanine 4.009
Trans Fat 0g Tryptophan 0.409
y Cholesterol 10 mg 3% siiteehine He
Other Amino Acids (g/100g protein)
Sodium 50 mg 7% Alanine 1.409
Total Carbohydrates 509 SamieAea 3.009
Glycine 0.60 9
Sugars (As Sucrose) 59g Histidine 0.609
Preein 12a su) Proline 1.259
Cysteine 0.409
BCAA Blend 559 Tryosine 1.209
Arginine 1.209
“Percent Daily Values (DV) are based on a 2000 calorie diet. Your Daily Values may Sane 1.309
be higher or lower depending on your calorie needs. DSSS AR 5a

whey protein blend (Whey Protein Cocentrate, Whey Protein Isolate), Skimed Milk Powder,
Maltodextrin, Alkalized Cocoa Powder, Stabilizer (INS415, INS417), Sunflower
lecithin(INS322), Sucralose (INS955), Glutamine, Creatine Monohydrate.

"
https://m.media-amazon.com/images/I/61Fwq4GeTmL.jpg,752266,wattage,60.0 watt,"6OW

6.600lm

bianco naturale

IP65

"
https://m.media-amazon.com/images/I/61-oj+N+BxL.jpg,459516,item_volume,30.0 millilitre,"Dendrobium &Mul
lei
Extract Herbal Dron
Powerful Lung Support +

Cleanse +
Respiratory +

Enhance 7 Balance
{ breathing function ‘~ mucus levels

@ Main
potency

Cleans &
Open airways

© FREE - ISO

robium &Mullein
ict Herbal Drop

rful Lung Support
iratory

VEGAN - GMO FREE - ISO
"
https://m.media-amazon.com/images/I/71e6kJLE+LL.jpg,459516,item_volume,30.0 millilitre,"DENDROBIUM & MU

mee |

before
"
https://m.media-amazon.com/images/I/71SuzaRS7gL.jpg,459516,item_volume,30.0 millilitre,"| nat

Dendrobium &Mullein
Extract Herbal Drop

Cleanse «

HERBAL DROPS OF DENDROBIUM
AND PISTILUS EXTRACTS

The herbal drops are absorbed under the
tongue. The ingredients act on the lungs

and respiratory system through the blood,
stimulate and dilute the mucus in the trachea
and lungs, help expel sputum and lung residues
within 2 hours, and dredge the airway.
"
https://m.media-amazon.com/images/I/71nsfFCXF0L.jpg,459516,item_volume,30.0 millilitre,
https://m.media-amazon.com/images/I/71hgN7yu9OL.jpg,459516,item_volume,30.0 millilitre,"MAIN COMPONEN

Dendrobium &Multein
Extract Herbal Drop
"
https://m.media-amazon.com/images/I/61SmT8pkLtL.jpg,529606,item_weight,2 ounce,"TERPENE INFUSED

100% SOY
CLEANEST
BURNING WAX

“SOFT-TOUCH”
MATTE FINISH

ee
"
https://m.media-amazon.com/images/I/71ZtDgGX+iL.jpg,299791,item_weight,8.1 gram,"INFORMATION
SS —

>) Chain Length: 48+5 cm
><) Material: Titanium Steel
bX Size: 20X13 mm

& Weight: 8.1 g (About)

Tips: The size of the product is measured manually
and may be subject to marginal error.

Custom
\ Text

13 mm
"
https://m.media-amazon.com/images/I/413FQB0ZMLL.jpg,308856,item_weight,2 kilogram,"SINGLE GRAIN
"
https://m.media-amazon.com/images/I/41EjbFu-+yL.jpg,308856,item_weight,10 kilogram,
https://m.media-amazon.com/images/I/71dWDwMhWmS.jpg,681445,item_weight,500.0 kilogram,
https://m.media-amazon.com/images/I/61d6Kj80QSL.jpg,365637,item_weight,200.0 gram,"turals

a
Na

MA W 0)

\

MILLET SHORTBREAD

With Deyilium Husk ¢

All day snack for poosting energy
enero FROM [ peuicious,
GUPERFOOD HEALTHY &
FOR ALL AGE GREAT FOR

GROUPS. oREPTION |

Net Weight 200""
- ee

"
https://m.media-amazon.com/images/I/71bvOuz9w1L.jpg,365637,item_weight,200.0 gram,"MILLET SHORTBREAD

ack for poosting energy

yr
[peuicious.
HEAI

GREAT FOR
DIGESTION

All day s""

NERGY FROM

el
[ENERGY Goo
FORALL al

GROUPS.

"
https://m.media-amazon.com/images/I/71l0M0tMGjL.jpg,365637,item_weight,200.0 gram,"ngredients

—— SS

Zz ra

Se
Qiaantum
Naturals

Fennel

All day snack for boosting energy
[enenoveno™ [reaucous
Hea oR

Cc
As

_—
vs

Millet

Net weight2

Ddgn

Multigrains

"
https://m.media-amazon.com/images/I/71Lpqdrpi4L.jpg,365637,item_weight,200.0 gram,"All day snack
for boosting energy

All Natural

Ingredients
Juantum &
Improves “Neturals Quick source
Digestion f of Energy
ee eee Rich in fibre

Delicious in

taste and vitamins

aT FOR
sTiO

Contains superfood in
combination with Millets
and Multigrains
"
https://m.media-amazon.com/images/I/71jLIbCcwOL.jpg,365637,item_weight,100.0 gram,"Nutrition Facts |

Value per 100g Value per Serving
Energy, kcal/100g 566.76 202.4

Protein, g/100g 6.25 Pa

Total Carbohydrate , g/100g 57.93 20.69

Total Fat, g/100g 30.64 10.94

Vitamin A,mcg/100g fe) 0

Vitamin C,mg/100g 5.99 Zot

Total Sugar (sucrose), g/100g 5.99 2.14

Dietary Fibre, g/100g Aisi 0.83

Calories from fat (Kcal/100gm) 275.76 98.49

Sodium, mg/100g 24.28 8.67

Calcium, mg/100g 52.42 18.72

Iron, mg/100g 2.78 1.0

eSaturated Fatty Acid, g/100g 19.41 6.9
Trans Fatty Acid, g/100g

o};o
Oo}; o

Cholesterol, mg/100g

"
